order,slug,image_url,caption,posted
11,"free-cheap-apartment-decor-diy-vs-buy","https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/main/social-posts/ready-CAD/11-free-cheap-apartment-decor-diy-vs-buy.jpg","Where the money actually made a difference.

Which apartment decor projects save money, and which cost more than just buying?. Real CAD prices, renter-friendly, no renovation.

Full guide — link in bio.

#smallspaceliving #smallapartment #rentersofinstagram #apartmentdecor #smallspacesquad #budgetdecor #affordabledecor #dollaramafinds #canada",
12,"fridge-pantry-organization-small-apartment","https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/main/social-posts/ready-CAD/12-fridge-pantry-organization-small-apartment.jpg","Every centimetre counts in a small apartment.

Practical, renter-friendly fridge and pantry organization ideas for Canadian small-space apartments. Real CAD prices, renter-friendly, no renovation.

Full guide — link in bio.

#smallspaceliving #smallapartment #rentersofinstagram #apartmentdecor #smallspacesquad #smallspacestorage #apartmentstorage #storagesolutions #smallkitchen #canada",
13,"how-to-decorate-a-small-living-room","https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/main/social-posts/ready-CAD/13-how-to-decorate-a-small-living-room.jpg","Deposit-safe decorating that doesn’t look temporary.

A step-by-step guide to decorating a small living room in a Canadian rental. Real CAD prices, renter-friendly, no renovation.

Full guide — link in bio.

#smallspaceliving #smallapartment #rentersofinstagram #apartmentdecor #smallspacesquad #rentaldecor #renterfriendly #apartmentstyle #canada #apartment",
14,"ikea-small-space-hacks","https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/main/social-posts/ready-CAD/15-ikea-small-space-hacks.jpg","Small apartment, zero clutter. Here’s how.

15 IKEA small space hacks for Canadian apartments. Real CAD prices, renter-friendly, no renovation.

Full guide — link in bio.

#smallspaceliving #smallapartment #rentersofinstagram #apartmentdecor #smallspacesquad #apartmentorganization #homeorganization #declutter #ikeahacks #smallspace #canada",
15,"january-reset-organization-ideas","https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/main/social-posts/ready-CAD/16-january-reset-organization-ideas.jpg","One weekend reset that actually holds up.

15 January reset organization ideas for small Canadian apartments. Real CAD prices, renter-friendly, no renovation.

Full guide — link in bio.

#smallspaceliving #smallapartment #rentersofinstagram #apartmentdecor #smallspacesquad #apartmentorganization #homeorganization #declutter #januaryreset #resetapartment #organization",
16,"minimalist-small-apartment-ideas","https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/main/social-posts/ready-CAD/17-minimalist-small-apartment-ideas.jpg","Made a rental feel like home — nothing permanent.

Minimalist ideas for small Canadian rentals. Real CAD prices, renter-friendly, no renovation.

Full guide — link in bio.

#smallspaceliving #smallapartment #rentersofinstagram #apartmentdecor #smallspacesquad #rentaldecor #renterfriendly #apartmentstyle #minimalistapartment #minimalapartments #minimalism",
17,"pet-friendly-small-apartment-ideas","https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/main/social-posts/ready-CAD/19-pet-friendly-small-apartment-ideas.jpg","Small apartment, zero clutter. Here’s how.

Practical, renter-approved pet setup ideas for small Canadian apartments. Real CAD prices, renter-friendly, no renovation.

Full guide — link in bio.

#smallspaceliving #smallapartment #rentersofinstagram #apartmentdecor #smallspacesquad #apartmentorganization #homeorganization #declutter #petfriendly #smallspace #canada",
18,"quebec-moving-day-storage-guide","https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/main/social-posts/ready-CAD/20-quebec-moving-day-storage-guide.jpg","The system that finally stuck 👇

Quebec's July 1 Moving Day floods Montreal with movers and boxes on one single date. Real CAD prices, renter-friendly, no renovation.

Full guide — link in bio.

#smallspaceliving #smallapartment #rentersofinstagram #apartmentdecor #smallspacesquad #apartmentorganization #homeorganization #declutter #montrealrenters #apartmentstorage #packingtips",
19,"renter-friendly-apartment-decor-ideas","https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/main/social-posts/ready-CAD/21-renter-friendly-apartment-decor-ideas.jpg","Made a rental feel like home — nothing permanent.

Decorate your rental apartment without losing your deposit. Real CAD prices, renter-friendly, no renovation.

Full guide — link in bio.

#smallspaceliving #smallapartment #rentersofinstagram #apartmentdecor #smallspacesquad #rentaldecor #renterfriendly #apartmentstyle #nodrillsolutions",
20,"renter-friendly-bike-storage-small-apartments","https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/main/social-posts/ready-CAD/22-renter-friendly-bike-storage-small-apartments.jpg","Every centimetre counts in a small apartment.

No garage, no drilling, still no bike blocking your hallway. Real CAD prices, renter-friendly, no renovation.

Full guide — link in bio.

#smallspaceliving #smallapartment #rentersofinstagram #apartmentdecor #smallspacesquad #smallspacestorage #apartmentstorage #storagesolutions #bikestorage #renterfriendly #nodrillstorage",
21,"renter-friendly-gallery-wall-ideas","https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/main/social-posts/ready-CAD/23-renter-friendly-gallery-wall-ideas.jpg","Renter-friendly, and it comes off clean 👇

15 no-nail, no-damage gallery wall ideas for Canadian apartment renters. Real CAD prices, renter-friendly, no renovation.

Full guide — link in bio.

#smallspaceliving #smallapartment #rentersofinstagram #apartmentdecor #smallspacesquad #rentaldecor #renterfriendly #apartmentstyle #gallerywall #renterfriendlydecor #canada",
22,"seasonal-storage-off-season-clothes-gear","https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/main/social-posts/ready-CAD/24-seasonal-storage-off-season-clothes-gear.jpg","Found more storage without moving to a bigger place 👇

Canadian closets hold two wardrobes at once. Real CAD prices, renter-friendly, no renovation.

Full guide — link in bio.

#smallspaceliving #smallapartment #rentersofinstagram #apartmentdecor #smallspacesquad #smallspacestorage #apartmentstorage #storagesolutions #seasonalstorage #closetrotation #renterfriendly",
23,"september-student-move-in-storage-guide","https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/main/social-posts/ready-CAD/25-september-student-move-in-storage-guide.jpg","Cheap — but it doesn’t look cheap.

Moving into your first Canadian apartment this September?. Real CAD prices, renter-friendly, no renovation.

Full guide — link in bio.

#smallspaceliving #smallapartment #rentersofinstagram #apartmentdecor #smallspacesquad #budgetdecor #affordabledecor #dollaramafinds #studentapartment #moveinchecklist #canada",
24,"small-apartment-balcony-storage-ideas","https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/main/social-posts/ready-CAD/26-small-apartment-balcony-storage-ideas.jpg","Found more storage without moving to a bigger place 👇

No-drill balcony storage ideas for small Canadian apartments. Real CAD prices, renter-friendly, no renovation.

Full guide — link in bio.

#smallspaceliving #smallapartment #rentersofinstagram #apartmentdecor #smallspacesquad #smallspacestorage #apartmentstorage #storagesolutions #balconystorage #renterfriendly #canada",
25,"small-apartment-bathroom-storage","https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/main/social-posts/ready-CAD/27-small-apartment-bathroom-storage.jpg","Found more storage without moving to a bigger place 👇

Where to buy bathroom storage that works in a small rental: 12 no-drill ideas with real CAD prices from Amazon.ca, IKEA, and HomeSense. Real CAD prices, renter-friendly, no renovation.

Full guide — link in bio.

#smallspaceliving #smallapartment #rentersofinstagram #apartmentdecor #smallspacesquad #smallspacestorage #apartmentstorage #storagesolutions #bathroomstorage #canada #renterfriendly",
26,"small-apartment-beauty-skincare-storage","https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/main/social-posts/ready-CAD/28-small-apartment-beauty-skincare-storage.jpg","One weekend reset that actually holds up.

Organize skincare, makeup, and beauty products in a small Canadian apartment. Real CAD prices, renter-friendly, no renovation.

Full guide — link in bio.

#smallspaceliving #smallapartment #rentersofinstagram #apartmentdecor #smallspacesquad #apartmentorganization #homeorganization #declutter #skincarestorage #makeuporganization #beautystorage",
27,"small-apartment-bedroom-storage-ideas","https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/main/social-posts/ready-CAD/29-small-apartment-bedroom-storage-ideas.jpg","Found more storage without moving to a bigger place 👇

13 bedroom storage ideas for small Canadian apartments. Real CAD prices, renter-friendly, no renovation.

Full guide — link in bio.

#smallspaceliving #smallapartment #rentersofinstagram #apartmentdecor #smallspacesquad #smallspacestorage #apartmentstorage #storagesolutions #bedroomstorage #smallbedroom #canada",
28,"small-apartment-coffee-corner-ideas","https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/main/social-posts/ready-CAD/30-small-apartment-coffee-corner-ideas.jpg","Made a rental feel like home — nothing permanent.

Small apartment coffee corner ideas that save space, avoid drilling, and look stylish. Real CAD prices, renter-friendly, no renovation.

Full guide — link in bio.

#smallspaceliving #smallapartment #rentersofinstagram #apartmentdecor #smallspacesquad #rentaldecor #renterfriendly #apartmentstyle #coffeecorner #smallspace #canada",
29,"small-apartment-home-gym-storage-setup","https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/main/social-posts/ready-CAD/31-small-apartment-home-gym-storage-setup.jpg","Found more storage without moving to a bigger place 👇

Build a real home gym in a small Canadian apartment. Real CAD prices, renter-friendly, no renovation.

Full guide — link in bio.

#smallspaceliving #smallapartment #rentersofinstagram #apartmentdecor #smallspacesquad #smallspacestorage #apartmentstorage #storagesolutions #homegym #apartmentgym #canada",
30,"small-apartment-home-office-ideas","https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/main/social-posts/ready-CAD/32-small-apartment-home-office-ideas.jpg","Renter-friendly, and it comes off clean 👇

No spare room?. Real CAD prices, renter-friendly, no renovation.

Full guide — link in bio.

#smallspaceliving #smallapartment #rentersofinstagram #apartmentdecor #smallspacesquad #rentaldecor #renterfriendly #apartmentstyle #homeworkspace #canada",
31,"small-apartment-laundry-storage-ideas","https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/main/social-posts/ready-CAD/33-small-apartment-laundry-storage-ideas.jpg","No drilling, no lost deposit — just more room.

Small apartment laundry storage ideas for tight in-suite closets and shared building laundry rooms. Real CAD prices, renter-friendly, no renovation.

Full guide — link in bio.

#smallspaceliving #smallapartment #rentersofinstagram #apartmentdecor #smallspacesquad #smallspacestorage #apartmentstorage #storagesolutions #laundrystorage #renterfriendly",
32,"small-apartment-organization-ideas-on-a-budget","https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/main/social-posts/ready-CAD/34-small-apartment-organization-ideas-on-a-budget.jpg","Whole look for under $100 CAD 👇

15 budget organization ideas for small Canadian apartments, all under $100 CAD. Real CAD prices, renter-friendly, no renovation.

Full guide — link in bio.

#smallspaceliving #smallapartment #rentersofinstagram #apartmentdecor #smallspacesquad #budgetdecor #affordabledecor #dollaramafinds #budgetorganization #canada",
33,"small-apartment-organization","https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/main/social-posts/ready-CAD/35-small-apartment-organization.jpg","One weekend reset that actually holds up.

A complete room-by-room organization system for small Canadian apartments. Real CAD prices, renter-friendly, no renovation.

Full guide — link in bio.

#smallspaceliving #smallapartment #rentersofinstagram #apartmentdecor #smallspacesquad #apartmentorganization #homeorganization #declutter #organization #canada #renterfriendly",
34,"small-apartment-pantry-organization-budget","https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/main/social-posts/ready-CAD/36-small-apartment-pantry-organization-budget.jpg","No drilling, no lost deposit — just more room.

Organize a small apartment pantry cupboard for under $40 CAD. Real CAD prices, renter-friendly, no renovation.

Full guide — link in bio.

#smallspaceliving #smallapartment #rentersofinstagram #apartmentdecor #smallspacesquad #smallspacestorage #apartmentstorage #storagesolutions #pantryorganization #budgetorganization #dollarama",
35,"small-apartment-paperwork-mail-organization","https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/main/social-posts/ready-CAD/37-small-apartment-paperwork-mail-organization.jpg","Small apartment, zero clutter. Here’s how.

Stop losing lease documents and bills in a small rental. Real CAD prices, renter-friendly, no renovation.

Full guide — link in bio.

#smallspaceliving #smallapartment #rentersofinstagram #apartmentdecor #smallspacesquad #apartmentorganization #homeorganization #declutter #mailorganization #filingsystem #rentertips",
